,StreetAddress,City,State,ZipCode,Latitude,Longitude,Price,YearBuilt,LotSize,HomeType,Zestimate,Bedrooms,Bathrooms,LivingArea,HOA,BrokerageName,LastSoldPrice,HomeStatus,Parking
0,709 W Orange Ave,South San Francisco,CA,94080,37.64973,-122.43276,949000,1944,3998,SINGLE_FAMILY,1152400,2,1,800,,Coldwell Banker Realty,680000,FOR_SALE,0
1,1 Mandalay Pl UNIT 702,South San Francisco,CA,94080,37.666145,-122.40382,749000,2004,44731,CONDO,770400,1,1,935,538,Coldwell Banker Realty,575000,FOR_SALE,2
2,814 Miller Ave,South San Francisco,CA,94080,37.660213,-122.4269,1805000,1939,7000,SINGLE_FAMILY,1855500,4,3,2000,,KW Peninsula Estates,1605000,FOR_SALE,0
3,353 Granada Dr,South San Francisco,CA,94080,37.64136,-122.43593,1195000,1955,5250,SINGLE_FAMILY,1327500,3,1,1160,,Sotheby's International Realty,,FOR_SALE,2
4,10 Moonlight Ct,South San Francisco,CA,94080,37.6417,-122.44822,1180000,1995,1865,SINGLE_FAMILY,1339200,3,3,1610,130,Compass,650000,FOR_SALE,3
5,389 Heather Way,South San Francisco,CA,94080,37.666046,-122.43337,1349000,1954,4961,SINGLE_FAMILY,1171000,3,2,1575,,Golden Gate Sotheby's International Realty,,FOR_SALE,0
6,303 Forest View Dr,South San Francisco,CA,94080,37.6629,-122.43463,1150000,1953,4500,SINGLE_FAMILY,1131400,3,1,1000,,"Angie Barreto, Broker",,FOR_SALE,0
7,872 Stonegate Dr,South San Francisco,CA,94080,37.66626,-122.42647,898000,1970,76465,TOWNHOUSE,,3,3,1454,460,Rise Homes,,FOR_SALE,0
8,2200 Gellert Blvd APT 6207,South San Francisco,CA,94080,37.648457,-122.453865,463457,2006,46848,CONDO,621600,1,1,828,440,Compass,367000,FOR_SALE,1
9,709 W Orange Ave,South San Francisco,CA,94080,37.64973,-122.43276,949000,1944,3998,SINGLE_FAMILY,1152400,2,1,800,,Coldwell Banker Realty,680000,FOR_SALE,0
10,1 Mandalay Pl UNIT 702,South San Francisco,CA,94080,37.666145,-122.40382,749000,2004,44731,CONDO,770400,1,1,935,538,Coldwell Banker Realty,575000,FOR_SALE,2
11,814 Miller Ave,South San Francisco,CA,94080,37.660213,-122.4269,1805000,1939,7000,SINGLE_FAMILY,1855500,4,3,2000,,KW Peninsula Estates,1605000,FOR_SALE,0
12,353 Granada Dr,South San Francisco,CA,94080,37.64136,-122.43593,1195000,1955,5250,SINGLE_FAMILY,1327500,3,1,1160,,Sotheby's International Realty,,FOR_SALE,2
13,10 Moonlight Ct,South San Francisco,CA,94080,37.6417,-122.44822,1180000,1995,1865,SINGLE_FAMILY,1339200,3,3,1610,130,Compass,650000,FOR_SALE,3
14,389 Heather Way,South San Francisco,CA,94080,37.666046,-122.43337,1349000,1954,4961,SINGLE_FAMILY,1171000,3,2,1575,,Golden Gate Sotheby's International Realty,,FOR_SALE,0
15,303 Forest View Dr,South San Francisco,CA,94080,37.6629,-122.43463,1150000,1953,4500,SINGLE_FAMILY,1131400,3,1,1000,,"Angie Barreto, Broker",,FOR_SALE,0
16,872 Stonegate Dr,South San Francisco,CA,94080,37.66626,-122.42647,898000,1970,76465,TOWNHOUSE,,3,3,1454,460,Rise Homes,,FOR_SALE,0
17,2200 Gellert Blvd APT 6207,South San Francisco,CA,94080,37.648457,-122.453865,463457,2006,46848,CONDO,621600,1,1,828,440,Compass,367000,FOR_SALE,1
18,709 W Orange Ave,South San Francisco,CA,94080,37.64973,-122.43276,949000,1944,3998,SINGLE_FAMILY,1152400,2,1,800,,Coldwell Banker Realty,680000,FOR_SALE,0
19,1 Mandalay Pl UNIT 702,South San Francisco,CA,94080,37.666145,-122.40382,749000,2004,44731,CONDO,770400,1,1,935,538,Coldwell Banker Realty,575000,FOR_SALE,2
20,814 Miller Ave,South San Francisco,CA,94080,37.660213,-122.4269,1805000,1939,7000,SINGLE_FAMILY,1855500,4,3,2000,,KW Peninsula Estates,1605000,FOR_SALE,0
21,353 Granada Dr,South San Francisco,CA,94080,37.64136,-122.43593,1195000,1955,5250,SINGLE_FAMILY,1327500,3,1,1160,,Sotheby's International Realty,,FOR_SALE,2
22,10 Moonlight Ct,South San Francisco,CA,94080,37.6417,-122.44822,1180000,1995,1865,SINGLE_FAMILY,1339200,3,3,1610,130,Compass,650000,FOR_SALE,3
23,389 Heather Way,South San Francisco,CA,94080,37.666046,-122.43337,1349000,1954,4961,SINGLE_FAMILY,1171000,3,2,1575,,Golden Gate Sotheby's International Realty,,FOR_SALE,0
24,303 Forest View Dr,South San Francisco,CA,94080,37.6629,-122.43463,1150000,1953,4500,SINGLE_FAMILY,1131400,3,1,1000,,"Angie Barreto, Broker",,FOR_SALE,0
25,872 Stonegate Dr,South San Francisco,CA,94080,37.66626,-122.42647,898000,1970,76465,TOWNHOUSE,,3,3,1454,460,Rise Homes,,FOR_SALE,0
26,2200 Gellert Blvd APT 6207,South San Francisco,CA,94080,37.648457,-122.453865,463457,2006,46848,CONDO,621600,1,1,828,440,Compass,367000,FOR_SALE,1
27,709 W Orange Ave,South San Francisco,CA,94080,37.64973,-122.43276,949000,1944,3998,SINGLE_FAMILY,1152400,2,1,800,,Coldwell Banker Realty,680000,FOR_SALE,0
28,1 Mandalay Pl UNIT 702,South San Francisco,CA,94080,37.666145,-122.40382,749000,2004,44731,CONDO,770400,1,1,935,538,Coldwell Banker Realty,575000,FOR_SALE,2
29,814 Miller Ave,South San Francisco,CA,94080,37.660213,-122.4269,1805000,1939,7000,SINGLE_FAMILY,1855500,4,3,2000,,KW Peninsula Estates,1605000,FOR_SALE,0
30,353 Granada Dr,South San Francisco,CA,94080,37.64136,-122.43593,1195000,1955,5250,SINGLE_FAMILY,1327500,3,1,1160,,Sotheby's International Realty,,FOR_SALE,2
31,10 Moonlight Ct,South San Francisco,CA,94080,37.6417,-122.44822,1180000,1995,1865,SINGLE_FAMILY,1339200,3,3,1610,130,Compass,650000,FOR_SALE,3
32,389 Heather Way,South San Francisco,CA,94080,37.666046,-122.43337,1349000,1954,4961,SINGLE_FAMILY,1171000,3,2,1575,,Golden Gate Sotheby's International Realty,,FOR_SALE,0
33,303 Forest View Dr,South San Francisco,CA,94080,37.6629,-122.43463,1150000,1953,4500,SINGLE_FAMILY,1131400,3,1,1000,,"Angie Barreto, Broker",,FOR_SALE,0
34,872 Stonegate Dr,South San Francisco,CA,94080,37.66626,-122.42647,898000,1970,76465,TOWNHOUSE,,3,3,1454,460,Rise Homes,,FOR_SALE,0
35,2200 Gellert Blvd APT 6207,South San Francisco,CA,94080,37.648457,-122.453865,463457,2006,46848,CONDO,621600,1,1,828,440,Compass,367000,FOR_SALE,1
36,405 29th Ave,San Mateo,CA,94403,37.537216,-122.31008,2180000,1941,4939,SINGLE_FAMILY,2391900,3,3,2000,,Compass,458500,FOR_SALE,0
37,605 Sylvan Ave,San Mateo,CA,94403,37.533978,-122.312744,1498000,1949,5549,SINGLE_FAMILY,1875400,2,1,1430,,KW Peninsula Estates,1500000,FOR_SALE,0
38,709 28th Ave,San Mateo,CA,94403,37.535915,-122.31631,2598000,1976,6050,SINGLE_FAMILY,2430300,4,3,2450,,Own Real Estate,,FOR_SALE,0
39,1 Baldwin Ave APT 319,San Mateo,CA,94401,37.566105,-122.32796,348800,1988,86325,CONDO,467700,1,1,1000,390,Compass,440000,FOR_SALE,0
40,450 Turner Ter,San Mateo,CA,94401,37.572525,-122.33458,2898000,1910,9343,SINGLE_FAMILY,3150400,4,4,2791,,Compass,2650000,FOR_SALE,0
41,1043 Yates Way,San Mateo,CA,94403,37.546528,-122.2937,1335000,2000,14213,TOWNHOUSE,1593800,2,3,1254,299,Sereno,1310000,FOR_SALE,0
42,4283 George Ave APT 2,San Mateo,CA,94403,37.532047,-122.286095,798000,1965,1045,CONDO,862900,2,2,1040,495,Doherty Realty,84000,FOR_SALE,0
43,3517 Winway Cir,San Mateo,CA,94403,37.533047,-122.302345,2200000,1949,5606,SINGLE_FAMILY,2338600,3,2,2090,,Compass,951000,FOR_SALE,1
44,25 McAker Ct APT 125,San Mateo,CA,94403,37.54753,-122.31012,1138000,1993,,TOWNHOUSE,1314800,3,3,1318,435,Redfin,,FOR_SALE,0
45,10 Cascade Ct,San Mateo,CA,94401,37.576473,-122.32231,1550000,1945,5100,SINGLE_FAMILY,1753500,4,2,1370,,Real Estate Unlimited,405000,FOR_SALE,1
46,314 W Poplar Ave,San Mateo,CA,94402,37.566105,-122.34428,3788873,1975,8759,SINGLE_FAMILY,3090800,3,3,2820,,Compass,,FOR_SALE,0
47,181 E Hillsdale Blvd,San Mateo,CA,94403,37.541107,-122.29191,1375000,1948,8293,SINGLE_FAMILY,1583000,2,2,1150,,Compass,450000,FOR_SALE,1
48,1 Baldwin Ave APT 818,San Mateo,CA,94401,37.566105,-122.32796,343000,1988,958,CONDO,343000,1,1,930,7364,Bay Area Senior Services Inc,,FOR_SALE,0
49,1 Baldwin Ave APT 916,San Mateo,CA,94401,37.566105,-122.32796,599000,1988,1132,CONDO,613175,2,2,1100,5686,Compass,615000,FOR_SALE,0
50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
51,1 Baldwin Ave APT 306,San Mateo,CA,94401,37.566105,-122.32796,375000,1988,914,CONDO,382003,1,1,930,4873,Bay Area Senior Services Inc,320000,FOR_SALE,0
52,316 N Delaware St,San Mateo,CA,94401,37.5742,-122.327385,1695000,1928,6050,MULTI_FAMILY,1494700,3,3,1958,,Tri-Star Realty,425100,FOR_SALE,3
53,611 S Eldorado St,San Mateo,CA,94402,37.56562,-122.31654,2295000,1964,6041,MULTI_FAMILY,2573700,,0,3636,,Coldwell Banker Realty,373000,FOR_SALE,0
54,405 29th Ave,San Mateo,CA,94403,37.537216,-122.31008,2180000,1941,4939,SINGLE_FAMILY,2391900,3,3,2000,,Compass,458500,FOR_SALE,0
55,605 Sylvan Ave,San Mateo,CA,94403,37.533978,-122.312744,1498000,1949,5549,SINGLE_FAMILY,1875400,2,1,1430,,KW Peninsula Estates,1500000,FOR_SALE,0
56,709 28th Ave,San Mateo,CA,94403,37.535915,-122.31631,2598000,1976,6050,SINGLE_FAMILY,2430300,4,3,2450,,Own Real Estate,,FOR_SALE,0
57,1 Baldwin Ave APT 319,San Mateo,CA,94401,37.566105,-122.32796,348800,1988,86325,CONDO,467700,1,1,1000,390,Compass,440000,FOR_SALE,0
58,450 Turner Ter,San Mateo,CA,94401,37.572525,-122.33458,2898000,1910,9343,SINGLE_FAMILY,3150400,4,4,2791,,Compass,2650000,FOR_SALE,0
59,1043 Yates Way,San Mateo,CA,94403,37.546528,-122.2937,1335000,2000,14213,TOWNHOUSE,1593800,2,3,1254,299,Sereno,1310000,FOR_SALE,0
60,4283 George Ave APT 2,San Mateo,CA,94403,37.532047,-122.286095,798000,1965,1045,CONDO,862900,2,2,1040,495,Doherty Realty,84000,FOR_SALE,0
61,3517 Winway Cir,San Mateo,CA,94403,37.533047,-122.302345,2200000,1949,5606,SINGLE_FAMILY,2338600,3,2,2090,,Compass,951000,FOR_SALE,1
62,25 McAker Ct APT 125,San Mateo,CA,94403,37.54753,-122.31012,1138000,1993,,TOWNHOUSE,1314800,3,3,1318,435,Redfin,,FOR_SALE,0
63,405 29th Ave,San Mateo,CA,94403,37.537216,-122.31008,2180000,1941,4939,SINGLE_FAMILY,2391900,3,3,2000,,Compass,458500,FOR_SALE,0
64,605 Sylvan Ave,San Mateo,CA,94403,37.533978,-122.312744,1498000,1949,5549,SINGLE_FAMILY,1875400,2,1,1430,,KW Peninsula Estates,1500000,FOR_SALE,0
65,709 28th Ave,San Mateo,CA,94403,37.535915,-122.31631,2598000,1976,6050,SINGLE_FAMILY,2430300,4,3,2450,,Own Real Estate,,FOR_SALE,0
66,1 Baldwin Ave APT 319,San Mateo,CA,94401,37.566105,-122.32796,348800,1988,86325,CONDO,467700,1,1,1000,390,Compass,440000,FOR_SALE,0
67,450 Turner Ter,San Mateo,CA,94401,37.572525,-122.33458,2898000,1910,9343,SINGLE_FAMILY,3150400,4,4,2791,,Compass,2650000,FOR_SALE,0
68,1043 Yates Way,San Mateo,CA,94403,37.546528,-122.2937,1335000,2000,14213,TOWNHOUSE,1593800,2,3,1254,299,Sereno,1310000,FOR_SALE,0
69,4283 George Ave APT 2,San Mateo,CA,94403,37.532047,-122.286095,798000,1965,1045,CONDO,862900,2,2,1040,495,Doherty Realty,84000,FOR_SALE,0
70,3517 Winway Cir,San Mateo,CA,94403,37.533047,-122.302345,2200000,1949,5606,SINGLE_FAMILY,2338600,3,2,2090,,Compass,951000,FOR_SALE,1
71,25 McAker Ct APT 125,San Mateo,CA,94403,37.54753,-122.31012,1138000,1993,,TOWNHOUSE,1314800,3,3,1318,435,Redfin,,FOR_SALE,0
72,1734 Quesada Way,Burlingame,CA,94010,37.589195,-122.38621,2198000,1955,8062,SINGLE_FAMILY,2600000,3,2,1700,,KW Peninsula Estates,,FOR_SALE,0
73,1609 Easton Dr,Burlingame,CA,94010,37.5848,-122.370094,5700000,2001,8250,SINGLE_FAMILY,6105605,5,5,3710,,Coldwell Banker Realty,3133500,FOR_SALE,0
74,1426 Benito Ave,Burlingame,CA,94010,37.580097,-122.38006,2199000,1939,5100,SINGLE_FAMILY,2604000,2,2,1470,,Green Banker Realty,315000,FOR_SALE,0
75,2418 Hillside Dr,Burlingame,CA,94010,37.580914,-122.37814,2795000,1924,5998,SINGLE_FAMILY,2555000,3,2,1700,,Compass,,FOR_SALE,0
76,270 Crescent Ave,Burlingame,CA,94010,37.57447,-122.34955,3500000,1917,5401,SINGLE_FAMILY,3166200,3,3,2170,,Compass,,FOR_SALE,0
77,1137 Paloma Ave,Burlingame,CA,94010,37.585087,-122.364746,999980,2007,43,TOWNHOUSE,,1,2,1045,351,Suntrust Realty,,FOR_SALE,1
78,777 Morrell Ave APT 105,Burlingame,CA,94010,37.586575,-122.3512,660000,1982,22694,CONDO,670000,1,1,880,555,Compass,510000,FOR_SALE,0
79,110 Park Rd APT 103,Burlingame,CA,94010,37.57649,-122.34435,1588000,1975,2526,CONDO,1588600,2,2,1740,70,KW Peninsula Estates,1150000,FOR_SALE,0
80,1500 Willow Ave APT 202,Burlingame,CA,94010,37.579536,-122.35849,828000,1981,1176,CONDO,853090,2,2,1032,389,Compass,525000,FOR_SALE,2
81,1734 Quesada Way,Burlingame,CA,94010,37.589195,-122.38621,2198000,1955,8062,SINGLE_FAMILY,2600000,3,2,1700,,KW Peninsula Estates,,FOR_SALE,0
82,1609 Easton Dr,Burlingame,CA,94010,37.5848,-122.370094,5700000,2001,8250,SINGLE_FAMILY,6105605,5,5,3710,,Coldwell Banker Realty,3133500,FOR_SALE,0
83,1426 Benito Ave,Burlingame,CA,94010,37.580097,-122.38006,2199000,1939,5100,SINGLE_FAMILY,2604000,2,2,1470,,Green Banker Realty,315000,FOR_SALE,0
84,2418 Hillside Dr,Burlingame,CA,94010,37.580914,-122.37814,2795000,1924,5998,SINGLE_FAMILY,2555000,3,2,1700,,Compass,,FOR_SALE,0
85,270 Crescent Ave,Burlingame,CA,94010,37.57447,-122.34955,3500000,1917,5401,SINGLE_FAMILY,3166200,3,3,2170,,Compass,,FOR_SALE,0
86,1137 Paloma Ave,Burlingame,CA,94010,37.585087,-122.364746,999980,2007,43,TOWNHOUSE,,1,2,1045,351,Suntrust Realty,,FOR_SALE,1
87,777 Morrell Ave APT 105,Burlingame,CA,94010,37.586575,-122.3512,660000,1982,22694,CONDO,670000,1,1,880,555,Compass,510000,FOR_SALE,0
88,110 Park Rd APT 103,Burlingame,CA,94010,37.57649,-122.34435,1588000,1975,2526,CONDO,1588600,2,2,1740,70,KW Peninsula Estates,1150000,FOR_SALE,0
89,1500 Willow Ave APT 202,Burlingame,CA,94010,37.579536,-122.35849,828000,1981,1176,CONDO,853090,2,2,1032,389,Compass,525000,FOR_SALE,2
90,1734 Quesada Way,Burlingame,CA,94010,37.589195,-122.38621,2198000,1955,8062,SINGLE_FAMILY,2600000,3,2,1700,,KW Peninsula Estates,,FOR_SALE,0
91,1609 Easton Dr,Burlingame,CA,94010,37.5848,-122.370094,5700000,2001,8250,SINGLE_FAMILY,6105605,5,5,3710,,Coldwell Banker Realty,3133500,FOR_SALE,0
92,1426 Benito Ave,Burlingame,CA,94010,37.580097,-122.38006,2199000,1939,5100,SINGLE_FAMILY,2604000,2,2,1470,,Green Banker Realty,315000,FOR_SALE,0
93,2418 Hillside Dr,Burlingame,CA,94010,37.580914,-122.37814,2795000,1924,5998,SINGLE_FAMILY,2555000,3,2,1700,,Compass,,FOR_SALE,0
94,270 Crescent Ave,Burlingame,CA,94010,37.57447,-122.34955,3500000,1917,5401,SINGLE_FAMILY,3166200,3,3,2170,,Compass,,FOR_SALE,0
95,1137 Paloma Ave,Burlingame,CA,94010,37.585087,-122.364746,999980,2007,43,TOWNHOUSE,,1,2,1045,351,Suntrust Realty,,FOR_SALE,1
96,777 Morrell Ave APT 105,Burlingame,CA,94010,37.586575,-122.3512,660000,1982,22694,CONDO,670000,1,1,880,555,Compass,510000,FOR_SALE,0
97,110 Park Rd APT 103,Burlingame,CA,94010,37.57649,-122.34435,1588000,1975,2526,CONDO,1588600,2,2,1740,70,KW Peninsula Estates,1150000,FOR_SALE,0
98,1500 Willow Ave APT 202,Burlingame,CA,94010,37.579536,-122.35849,828000,1981,1176,CONDO,853090,2,2,1032,389,Compass,525000,FOR_SALE,2
99,1734 Quesada Way,Burlingame,CA,94010,37.589195,-122.38621,2198000,1955,8062,SINGLE_FAMILY,2600000,3,2,1700,,KW Peninsula Estates,,FOR_SALE,0
100,1609 Easton Dr,Burlingame,CA,94010,37.5848,-122.370094,5700000,2001,8250,SINGLE_FAMILY,6105605,5,5,3710,,Coldwell Banker Realty,3133500,FOR_SALE,0
101,1426 Benito Ave,Burlingame,CA,94010,37.580097,-122.38006,2199000,1939,5100,SINGLE_FAMILY,2604000,2,2,1470,,Green Banker Realty,315000,FOR_SALE,0
102,2418 Hillside Dr,Burlingame,CA,94010,37.580914,-122.37814,2795000,1924,5998,SINGLE_FAMILY,2555000,3,2,1700,,Compass,,FOR_SALE,0
103,270 Crescent Ave,Burlingame,CA,94010,37.57447,-122.34955,3500000,1917,5401,SINGLE_FAMILY,3166200,3,3,2170,,Compass,,FOR_SALE,0
104,1137 Paloma Ave,Burlingame,CA,94010,37.585087,-122.364746,999980,2007,43,TOWNHOUSE,,1,2,1045,351,Suntrust Realty,,FOR_SALE,1
105,777 Morrell Ave APT 105,Burlingame,CA,94010,37.586575,-122.3512,660000,1982,22694,CONDO,670000,1,1,880,555,Compass,510000,FOR_SALE,0
106,110 Park Rd APT 103,Burlingame,CA,94010,37.57649,-122.34435,1588000,1975,2526,CONDO,1588600,2,2,1740,70,KW Peninsula Estates,1150000,FOR_SALE,0
107,1500 Willow Ave APT 202,Burlingame,CA,94010,37.579536,-122.35849,828000,1981,1176,CONDO,853090,2,2,1032,389,Compass,525000,FOR_SALE,2
108,1401 Joe Dimaggio Ct,San Jose,CA,95122,37.328213,-121.84326,698000,1971,4007,SINGLE_FAMILY,726800,2,1,872,,Finamore Realty,435000,FOR_SALE,2
109,4970 Cherry Ave UNIT 111,San Jose,CA,95118,37.258377,-121.87965,599980,1979,1879,CONDO,671200,2,2,975,370,EQ1,399500,FOR_SALE,0
110,1070 Niguel Ln,San Jose,CA,95138,37.242004,-121.7645,749000,1998,871,CONDO,849566,2,2,1085,347,Maxreal,330000,FOR_SALE,0
111,1819 Perrone Cir,San Jose,CA,95116,37.35719,-121.85307,849999,1983,4260,SINGLE_FAMILY,834800,3,2,1129,,Keller Williams Realty-Silicon Valley,,FOR_SALE,0
112,5313 Olstad Ct,San Jose,CA,95111,37.2621,-121.79963,1298950,1973,7919,SINGLE_FAMILY,1575800,3,3,2106,,Compass,620000,FOR_SALE,0
113,5059 Glouchester Ct,San Jose,CA,95136,37.26045,-121.85207,1499900,1973,6141,SINGLE_FAMILY,1696400,4,3,2124,,Bay Realty,1030000,FOR_SALE,0
114,27 Deer Run Cir,San Jose,CA,95136,37.26703,-121.82391,795000,1988,1097,CONDO,903409,3,3,1360,355,Keller Williams Realty-Silicon Valley,800000,FOR_SALE,0
115,1850 Evans Ln SPACE 65,San Jose,CA,95125,37.297894,-121.87555,193300,2017,,MANUFACTURED,304000,2,1,610,,Momentum Realty,,FOR_SALE,0
116,292 Stonegate Cir,San Jose,CA,95110,37.312206,-121.87958,399000,1984,670,CONDO,425373,1,1,560,295,Cameo Real Estate,420000,FOR_SALE,1
117,1620 E Saint James St,San Jose,CA,95116,37.354774,-121.86133,995000,1946,6351,MULTI_FAMILY,920400,,0,1294,,Premier Realty Associates,100000,FOR_SALE,0
118,3114 Heather Ridge Dr,San Jose,CA,95136,37.281586,-121.86228,719000,1989,0,CONDO,724400,2,2,1099,586,Compass,289000,FOR_SALE,2
119,1427 McQuesten Dr APT B,San Jose,CA,95122,37.331017,-121.84579,600000,1980,684,CONDO,663100,3,2,1150,420,Intero Real Estate Services,520000,FOR_SALE,1
120,2538 Baton Rouge Dr,San Jose,CA,95133,37.375694,-121.85038,988000,2005,897,TOWNHOUSE,1152200,4,4,1648,215,Action Properties Inc,625000,FOR_SALE,0
121,7837 Prestwick Cir,San Jose,CA,95135,37.291378,-121.73866,879000,1989,435,CONDO,967197,2,2,1804,1078,Keller Williams San Jose Gateway,,FOR_SALE,2
122,3649 Rowley Dr,San Jose,CA,95132,37.420227,-121.85812,1398888,1970,6851,SINGLE_FAMILY,1624100,5,3,1790,,Realty One Group Infinity,1025000,FOR_SALE,0
123,5760 Condor Cir,San Jose,CA,95118,37.23465,-121.89702,1499000,1964,7257,SINGLE_FAMILY,1593700,4,2,1700,,Golden Gate Sotheby's International Realty,,FOR_SALE,0
124,1900 McBain Ave,San Jose,CA,95125,37.28915,-121.92079,2995000,2005,10254,SINGLE_FAMILY,3532000,5,4,3255,,Coldwell Banker Realty,1845000,FOR_SALE,2
125,809 Auzerais Ave UNIT 224,San Jose,CA,95126,37.321396,-121.90568,799000,2008,620,CONDO,879800,2,2,1229,41,Intero Real Estate Services,376000,FOR_SALE,0
126,1777 Barcelona Ave,San Jose,CA,95124,37.25347,-121.91517,1939000,1959,6969,SINGLE_FAMILY,2240700,4,3,1996,,Legacy Real Estate & Assoc.,800000,FOR_SALE,0
127,251 Frangipani Ct,San Jose,CA,95111,37.292637,-121.84275,1185000,2001,3894,SINGLE_FAMILY,1330100,4,3,2205,125,Compass,905000,FOR_SALE,0
128,2213 Quail Bluff Ct,San Jose,CA,95121,37.298534,-121.78875,2498000,1998,11517,SINGLE_FAMILY,2933869,5,3,2835,,Block Change Real Estate,550000,FOR_SALE,0
129,654 Willis Ave,San Jose,CA,95125,37.321995,-121.894806,999000,1915,6080,SINGLE_FAMILY,1179600,4,2,1775,,Gold House Realty & Mortgage,609000,FOR_SALE,0
130,6070 Jacques Dr,San Jose,CA,95123,37.237534,-121.842186,1399999,1970,6094,SINGLE_FAMILY,1537100,3,2,1864,,Realty World Golden Hills,510000,FOR_SALE,0
131,3232 Hostetter Rd,San Jose,CA,95132,37.40713,-121.85469,1525000,1969,6115,SINGLE_FAMILY,1639000,3,2,1453,,Coldwell Banker-The Real Estate People,663000,FOR_SALE,0
132,1679 Fairwood Ave,San Jose,CA,95125,37.281208,-121.90717,1889000,1960,6886,SINGLE_FAMILY,2055200,4,2,1509,,KW Silicon City,1310000,FOR_SALE,0
133,2151 Oakland Rd SPC 79,San Jose,CA,95131,37.40001,-121.90669,249350,2018,,MANUFACTURED,247300,3,2,1440,,Ada Ayala & Associates,,FOR_SALE,2
134,1089 Queensbridge Ct,San Jose,CA,95120,37.20002,-121.84145,2500000,1981,9509,SINGLE_FAMILY,2963313,5,3,2974,,Coldwell Banker Realty,1350000,FOR_SALE,2
135,4201 N 1st St #464,San Jose,CA,95134,37.416515,-121.96104,199900,2014,,MANUFACTURED,,3,2,1343,,KW Silicon City,,FOR_SALE,0
136,25 Avenida Espana,San Jose,CA,95139,37.231796,-121.76378,1099000,1972,7065,SINGLE_FAMILY,1277200,3,2,1120,,KW Santa Clara Valley Inc,598000,FOR_SALE,2
137,709 Deboer Ln,San Jose,CA,95111,37.28384,-121.81871,989000,1969,6059,SINGLE_FAMILY,1021700,4,2,1572,,Real Estate Experts,400000,FOR_SALE,0
138,1904 Jonathan Ave,San Jose,CA,95125,37.298176,-121.88618,1999999,1948,6150,SINGLE_FAMILY,2085000,3,3,1769,,Compass,680000,FOR_SALE,2
139,4607 Capay Dr UNIT 3,San Jose,CA,95118,37.259357,-121.889534,500000,1970,3171,CONDO,539200,2,1,903,399,Advance 1 McKeever Real Estate,69000,FOR_SALE,1
140,1338 Chertsey Ct,San Jose,CA,95131,37.386566,-121.869095,998888,1971,6141,SINGLE_FAMILY,967400,2,1,846,,Realty One Group Infinity,178000,FOR_SALE,0
141,479 Galen Dr,San Jose,CA,95123,37.230076,-121.82215,1849000,1976,6473,SINGLE_FAMILY,1641200,5,2,2407,,Intero Real Estate Services,307500,FOR_SALE,1
142,267 E Hedding St,San Jose,CA,95112,37.35647,-121.89752,1149000,1940,5414,SINGLE_FAMILY,1203100,3,1,1262,,Azealty,899000,FOR_SALE,0
143,1853 Midnight Cir,San Jose,CA,95133,37.36743,-121.86653,1298000,2016,1306,TOWNHOUSE,1327900,4,4,1985,244,Re/max Accord,904000,FOR_SALE,2
144,759 Sweeny St,San Francisco,CA,94134,37.730186,-122.418465,799000,1944,1999,SINGLE_FAMILY,926400,2,1,994,,Compass,,FOR_SALE,2
145,1400 Mission St APT 1011,San Francisco,CA,94103,37.775284,-122.41649,389778,2015,0,CONDO,390200,2,2,974,557,Home Quest Realty,300500,FOR_SALE,0
146,2626 26th Ave,San Francisco,CA,94116,37.7384,-122.48256,998000,1914,4499,SINGLE_FAMILY,1245000,2,1,1000,,Coldwell Banker Realty,,FOR_SALE,0
147,52 Innes Ct APT 204,San Francisco,CA,94124,37.72757,-122.367256,297737,2017,19793,CONDO,297700,2,2,1190,701,Century 21 Realty Alliance,243000,FOR_SALE,1
148,542-546 Central Ave #544,San Francisco,CA,94117,37.77479,-122.44424,1095000,1900,2495,CONDO,,3,2,1295,,Compass,,FOR_SALE,1
149,1688 Pine St UNIT E604,San Francisco,CA,94109,37.789555,-122.42328,314156,2016,35483,CONDO,314200,1,1,500,676,Compass,259000,FOR_SALE,1
150,195 7th St APT 208,San Francisco,CA,94103,37.778275,-122.40943,359000,1991,4500,CONDO,,0,1,311,438,Compass,200000,FOR_SALE,0
151,2694 19th Ave,San Francisco,CA,94116,37.737617,-122.47496,998000,1938,2474,SINGLE_FAMILY,1290400,3,2,1670,,"West & Praszker, REALTORS®",,FOR_SALE,1
152,1754 20th Ave,San Francisco,CA,94122,37.75504,-122.47727,1188000,1940,2996,SINGLE_FAMILY,1045900,2,1,1150,,Park North Real Estate,,FOR_SALE,1
153,1042 Tennessee St,San Francisco,CA,94107,37.758785,-122.38964,1795000,1896,2495,SINGLE_FAMILY,1683400,2,2,1240,,Generation Real Estate,625000,FOR_SALE,1
154,5150 Diamond Heights Blvd APT 303B,San Francisco,CA,94131,37.74644,-122.440414,758000,1972,7215,CONDO,743200,1,1,838,650,Intero Real Estate Services,500000,FOR_SALE,1
155,366 Hill St,San Francisco,CA,94114,37.75585,-122.42917,4299000,2016,2927,SINGLE_FAMILY,,4,3,3332,,Vanguard Properties,1625000,FOR_SALE,0
156,1264 Golden Gate Ave #A,San Francisco,CA,94115,37.77983,-122.43145,599000,1875,3564,CONDO,,3,1,0,310,Compass,,FOR_SALE,0
