,StreetAddress,City,State,ZipCode,Latitude,Longitude,Price,YearBuilt,LotSize,HomeType,Zestimate,Bedrooms,Bathrooms,LivingArea,HOA,BrokerageName,LastSoldPrice,HomeStatus,Parking
493,2333 Rose St,Berkeley,CA,94708,37.88336,-122.263916,1995000,1927,3920,SINGLE_FAMILY,2774300,4,5,2966,,Compass,2343000,FOR_SALE,2
494,Wildcat Canyon Rd,Berkeley,CA,94708,37.899364,-122.257225,549000,,13939,LOT,,,,13702,,Caldecott Properties,,FOR_SALE,0
495,1629 Tacoma Ave,Berkeley,CA,94707,37.891624,-122.28402,1095000,1915,3920,SINGLE_FAMILY,1603600,3,2,1250,,Compass,645000,FOR_SALE,1
496,157 Fairlawn Dr,Berkeley,CA,94708,37.885628,-122.25052,1425000,1955,6098,SINGLE_FAMILY,1945000,3,2,1943,,Red Oak Realty,1296000,FOR_SALE,2
497,832 Neilson St,Berkeley,CA,94707,37.89219,-122.28682,899000,1918,3484,SINGLE_FAMILY,1288700,2,1,904,,Compass,648000,FOR_SALE,1
498,2218 Carleton St,Berkeley,CA,94704,37.861427,-122.26367,2449000,1917,6534,MULTI_FAMILY,1718100,6,4,2964,,Compass,1500000,FOR_SALE,0
499,821 San Luis Rd,Berkeley,CA,94707,37.8944,-122.27051,1095000,1949,6098,SINGLE_FAMILY,1084000,2,1,1088,,Coldwell Banker Realty,980000,FOR_SALE,1
500,0 Wildcat Canyon Rd,Berkeley,CA,94708,37.90385,-122.26785,325000,,7405,LOT,,,,7396,,Caldecott Properties,,FOR_SALE,0
501,3036 Fulton St #A,Berkeley,CA,94705,37.854397,-122.263596,798000,1915,5227,CONDO,855400,2,2,976,250,Bay Area Properties,,FOR_SALE,0
502,2333 Rose St,Berkeley,CA,94708,37.88336,-122.263916,1995000,1927,3920,SINGLE_FAMILY,2774300,4,5,2966,,Compass,2343000,FOR_SALE,2
503,Wildcat Canyon Rd,Berkeley,CA,94708,37.899364,-122.257225,549000,,13939,LOT,,,,13702,,Caldecott Properties,,FOR_SALE,0
504,1931 Magellan Dr,Oakland,CA,94611,37.828793,-122.207886,979000,1938,6534,SINGLE_FAMILY,1586600,3,2,1762,,Red Oak Realty,535000,FOR_SALE,2
505,6470 Buena Ventura Ave,Oakland,CA,94605,37.776203,-122.17514,995000,1949,6969,SINGLE_FAMILY,986000,4,3,2518,,Compass,650000,FOR_SALE,4
506,4157 Manila Ave,Oakland,CA,94609,37.830315,-122.25752,1095000,1919,4356,SINGLE_FAMILY,1437000,3,2,1419,,Compass,227500,FOR_SALE,1
507,1942 17th Ave,Oakland,CA,94606,37.79159,-122.23906,749000,1926,5227,SINGLE_FAMILY,821900,3,2,1384,,Exp Realty Of California,375000,FOR_SALE,2
508,5823 Kingsley Cir,Oakland,CA,94605,37.77248,-122.19054,399000,1924,1742,SINGLE_FAMILY,433800,2,1,714,,Keller Williams Realty,125000,FOR_SALE,0
509,2138 Havenscourt Blvd,Oakland,CA,94621,37.764282,-122.18923,649000,1923,3998,SINGLE_FAMILY,712600,3,2,1608,,Coldwell Banker Realty,234000,FOR_SALE,0
510,1155 71st Ave,Oakland,CA,94621,37.75866,-122.191154,80000,,2613,LOT,,,,2500,,Realm Real Estate,,FOR_SALE,0
511,(Undisclosed Address),Oakland,CA,94611,,,250000,,17424,LOT,,,,17613,,Red Oak Realty,50000,FOR_SALE,0
512,4315 Whittle Ave,Oakland,CA,94602,37.810295,-122.20542,899000,1950,10890,SINGLE_FAMILY,1140300,2,1,1130,,Compass,117500,FOR_SALE,1
513,1100 76th Ave,Oakland,CA,94621,37.755234,-122.18887,599000,1939,4162,MULTI_FAMILY,656600,4,2,1386,,Kinetic Real Estate,437000,FOR_SALE,3
514,1920 Union St #9,Oakland,CA,94607,37.814007,-122.286575,449000,1930,0,CONDO,455700,1,1,1006,368,Keller Williams Realty,,FOR_SALE,0
515,280 Caldecott Ln UNIT 120,Oakland,CA,94618,37.857765,-122.22166,499000,1996,0,CONDO,,1,1,773,526,Compass,318000,FOR_SALE,1
516,5627 Fleming Ave,Oakland,CA,94605,37.773815,-122.191444,799000,1923,0,SINGLE_FAMILY,929400,3,2,1562,,Compass,350000,FOR_SALE,1
517,4426 Penniman Ave #C,Oakland,CA,94619,37.782825,-122.19909,356000,1964,5662,CONDO,,1,1,520,416,Bhg Re Reliance Partners,,FOR_SALE,2
518,5728 Merriewood Dr,Oakland,CA,94611,37.836212,-122.21421,1190000,1925,7100,SINGLE_FAMILY,,4,2,2344,,"Exp Realty Of California, Inc",355000,FOR_SALE,1
519,5750 Kingsley Cir,Oakland,CA,94605,37.772987,-122.19084,449000,1924,2178,SINGLE_FAMILY,540400,2,1,817,,Compass,425000,FOR_SALE,1
520,3641 Dimond Ave,Oakland,CA,94602,37.802956,-122.21691,1095000,1901,10890,SINGLE_FAMILY,1612800,4,3,2654,,Keller Williams Realty,930000,FOR_SALE,0
521,1428 Madison St APT 109,Oakland,CA,94612,37.801796,-122.26344,379000,1961,12196,CONDO,,1,1,554,384,Compass,,FOR_SALE,1
522,1754 12th St,Oakland,CA,94607,37.812286,-122.299324,800000,2010,8276,CONDO,849600,3,4,1652,275,Compass,457000,FOR_SALE,2
523,2754 E 7th St,Oakland,CA,94601,37.7753,-122.23493,680000,,5227,LOT,,,,5000,,Bay Cities Realty & Services Inc.,410000,FOR_SALE,0
524,6704 Eastlawn St,Oakland,CA,94621,37.759483,-122.195435,575000,1944,3920,SINGLE_FAMILY,586400,3,2,1287,,Better Homes Realty/mcarthr,,FOR_SALE,1
525,38 Perth Pl,Berkeley,CA,94705,37.859486,-122.23331,2550000,2000,6969,SINGLE_FAMILY,2650900,5,4,3532,,Compass,1200000,FOR_SALE,2
526,2005 Pleasant Valley Ave APT 117,Oakland,CA,94611,37.83359,-122.25135,479000,1975,21344,CONDO,,1,1,665,480,"John Woodley, Broker",,FOR_SALE,1
527,7620 Holly St,Oakland,CA,94621,37.760624,-122.18061,529000,1928,3484,SINGLE_FAMILY,562800,2,1,1212,,Winkler Real Estate Group,100100,FOR_SALE,2
528,6194 Mazuela Dr,Oakland,CA,94611,37.83371,-122.21036,1795000,2002,10018,SINGLE_FAMILY,2421000,4,4,3425,,Compass,1295000,FOR_SALE,2
529,3309 Nicol Ave,Oakland,CA,94602,37.790756,-122.210884,735000,1944,4356,MULTI_FAMILY,827800,3,2,1327,,Coldwell Banker Realty,585000,FOR_SALE,0
530,1906 105th Ave,Oakland,CA,94603,37.740704,-122.16153,699000,1930,3702,SINGLE_FAMILY,731800,3,1,1579,,Compass,235000,FOR_SALE,4
531,6700 Moore Dr,Oakland,CA,94611,37.832554,-122.18941,1500000,1993,6949,SINGLE_FAMILY,1789700,4,5,3730,,Compass,1295000,FOR_SALE,2
532,3116 Adeline St APT 110,Oakland,CA,94608,37.82305,-122.28074,580000,2004,20908,CONDO,576000,1,2,764,392,Keller Williams San Francisco,539000,FOR_SALE,1
533,1744 Seminary Ave,Oakland,CA,94621,37.767014,-122.196465,550000,1923,3049,SINGLE_FAMILY,514500,2,1,918,,Prime Realty & Investments,390000,FOR_SALE,2
534,4712 International Blvd,Oakland,CA,94601,37.770573,-122.21033,875000,1910,3049,MULTI_FAMILY,914600,,,2947,,Better Homes Realty/mcarthr,,FOR_SALE,0
535,30 Covent Ln,Oakland,CA,94608,37.82241,-122.28798,749000,2005,871,TOWNHOUSE,804500,2,2,1350,255,Compass,610000,FOR_SALE,2
536,9643 Thermal St,Oakland,CA,94605,37.751682,-122.15896,530000,1924,6098,CONDO,,2,1,810,250,Corcoran Global Living,,FOR_SALE,2
537,9827 B St,Oakland,CA,94603,37.742165,-122.17379,799000,1965,5227,MULTI_FAMILY,853200,8,4,5000,,Compass,,FOR_SALE,0
538,6801 Armour Dr,Oakland,CA,94611,37.836857,-122.2042,1348000,1963,18295,SINGLE_FAMILY,1587400,3,3,1929,,The Grubb Company,1140000,FOR_SALE,2
539,2356 106th Ave,Oakland,CA,94603,37.742043,-122.154175,650000,1946,3920,SINGLE_FAMILY,709000,3,2,1014,,Compass,610000,FOR_SALE,1
540,930 Joaquin Ave,San Leandro,CA,94577,37.728424,-122.140564,679975,1957,5227,SINGLE_FAMILY,916700,3,2,1516,,Real Estate Ebroker Inc,,FOR_SALE,2
541,363 Santa Paula,San Leandro,CA,94579,37.681183,-122.15877,299000,,,MANUFACTURED,329000,3,2,1550,,Advantage Homes,,FOR_SALE,0
542,3882 Yorkshire St,San Leandro,CA,94578,37.69888,-122.14391,499888,1987,5227,CONDO,,2,2,896,440,Alliance Bay Realty,356000,FOR_SALE,1
543,371 Santa Paula,San Leandro,CA,94579,37.680695,-122.1584,190000,,,MANUFACTURED,203800,2,2,1368,,Advantage Homes,,FOR_SALE,0
544,700 Fargo Ave APT 3,San Leandro,CA,94579,37.687416,-122.140724,485000,1965,184694,CONDO,499200,2,2,824,410,Masterkey R.e. Mission,305000,FOR_SALE,1
545,911 Dolores Ave,San Leandro,CA,94577,37.72608,-122.14008,799000,1946,5662,SINGLE_FAMILY,1002000,3,1,1343,,Intero Real Estate Services,640000,FOR_SALE,1
546,1020 Bancroft Ave,San Leandro,CA,94577,37.72979,-122.14864,1250000,1934,8712,SINGLE_FAMILY,1502800,4,4,2598,,Compass,600000,FOR_SALE,2
547,580 Lewis Ave,San Leandro,CA,94577,37.734955,-122.14421,869000,1925,4673,SINGLE_FAMILY,949700,3,2,1303,,GD Commercial Real Estate Inc,475000,FOR_SALE,0
548,2399 E 14th St SPACE 107,San Leandro,CA,94577,37.715504,-122.14659,110000,,,MANUFACTURED,,2,1,650,,Compass,,FOR_SALE,0
549,2399 E 14th St #150,San Leandro,CA,94577,37.715504,-122.14659,119000,1971,,MANUFACTURED,,1,1,432,,Reliant Realty,,FOR_SALE,0
550,1405 Grand Ave,San Leandro,CA,94577,37.72829,-122.13947,428000,,10890,LOT,,,,10728,,Legacy Real Estate & Assoc.,385000,FOR_SALE,0
551,1286 148th Ave,San Leandro,CA,94578,37.70719,-122.13503,974970,1942,6695,SINGLE_FAMILY,1103100,4,3,1866,,HP Real Estate,546000,FOR_SALE,2
552,1300 Clarke St,San Leandro,CA,94577,37.723793,-122.1582,1999700,1967,6098,MULTI_FAMILY,2311700,8,5,4115,,Park Place Lending & Investments,345000,FOR_SALE,4
553,224 Callan Ave,San Leandro,CA,94577,37.726692,-122.15451,2698000,1962,7000,MULTI_FAMILY,,,0,5126,,Marcus & Millichap,2250000,FOR_SALE,0
554,16432 Saratoga St,San Leandro,CA,94578,37.700836,-122.10548,1288000,2021,48787,MULTI_FAMILY,1294921,,0,24708,,Intero Real Estate Services,870000,FOR_SALE,0
555,2101 Washington Ave,San Leandro,CA,94577,37.717304,-122.1518,1650000,,19602,LOT,,,,19576,,Truly Real Estate,414000,FOR_SALE,0
556,14875 Bancroft Ave,San Leandro,CA,94578,37.707783,-122.13051,2800000,,34848,LOT,,,,34958,,Marcus & Millichap,,FOR_SALE,0
557,930 Joaquin Ave,San Leandro,CA,94577,37.728424,-122.140564,679975,1957,5227,SINGLE_FAMILY,916700,3,2,1516,,Real Estate Ebroker Inc,,FOR_SALE,2
558,363 Santa Paula,San Leandro,CA,94579,37.681183,-122.15877,299000,,,MANUFACTURED,329000,3,2,1550,,Advantage Homes,,FOR_SALE,0
559,3882 Yorkshire St,San Leandro,CA,94578,37.69888,-122.14391,499888,1987,5227,CONDO,,2,2,896,440,Alliance Bay Realty,356000,FOR_SALE,1
560,371 Santa Paula,San Leandro,CA,94579,37.680695,-122.1584,190000,,,MANUFACTURED,203800,2,2,1368,,Advantage Homes,,FOR_SALE,0
561,700 Fargo Ave APT 3,San Leandro,CA,94579,37.687416,-122.140724,485000,1965,184694,CONDO,499200,2,2,824,410,Masterkey R.e. Mission,305000,FOR_SALE,1
562,911 Dolores Ave,San Leandro,CA,94577,37.72608,-122.14008,799000,1946,5662,SINGLE_FAMILY,1002000,3,1,1343,,Intero Real Estate Services,640000,FOR_SALE,1
563,1020 Bancroft Ave,San Leandro,CA,94577,37.72979,-122.14864,1250000,1934,8712,SINGLE_FAMILY,1502800,4,4,2598,,Compass,600000,FOR_SALE,2
564,580 Lewis Ave,San Leandro,CA,94577,37.734955,-122.14421,869000,1925,4673,SINGLE_FAMILY,949700,3,2,1303,,GD Commercial Real Estate Inc,475000,FOR_SALE,0
565,2399 E 14th St SPACE 107,San Leandro,CA,94577,37.715504,-122.14659,110000,,,MANUFACTURED,,2,1,650,,Compass,,FOR_SALE,0
566,930 Joaquin Ave,San Leandro,CA,94577,37.728424,-122.140564,679975,1957,5227,SINGLE_FAMILY,916700,3,2,1516,,Real Estate Ebroker Inc,,FOR_SALE,2
567,363 Santa Paula,San Leandro,CA,94579,37.681183,-122.15877,299000,,,MANUFACTURED,329000,3,2,1550,,Advantage Homes,,FOR_SALE,0
568,3882 Yorkshire St,San Leandro,CA,94578,37.69888,-122.14391,499888,1987,5227,CONDO,,2,2,896,440,Alliance Bay Realty,356000,FOR_SALE,1
569,371 Santa Paula,San Leandro,CA,94579,37.680695,-122.1584,190000,,,MANUFACTURED,203800,2,2,1368,,Advantage Homes,,FOR_SALE,0
570,700 Fargo Ave APT 3,San Leandro,CA,94579,37.687416,-122.140724,485000,1965,184694,CONDO,499200,2,2,824,410,Masterkey R.e. Mission,305000,FOR_SALE,1
571,911 Dolores Ave,San Leandro,CA,94577,37.72608,-122.14008,799000,1946,5662,SINGLE_FAMILY,1002000,3,1,1343,,Intero Real Estate Services,640000,FOR_SALE,1
572,1020 Bancroft Ave,San Leandro,CA,94577,37.72979,-122.14864,1250000,1934,8712,SINGLE_FAMILY,1502800,4,4,2598,,Compass,600000,FOR_SALE,2
573,580 Lewis Ave,San Leandro,CA,94577,37.734955,-122.14421,869000,1925,4673,SINGLE_FAMILY,949700,3,2,1303,,GD Commercial Real Estate Inc,475000,FOR_SALE,0
574,2399 E 14th St SPACE 107,San Leandro,CA,94577,37.715504,-122.14659,110000,,,MANUFACTURED,,2,1,650,,Compass,,FOR_SALE,0
575,105 Castlewood Dr,Pleasanton,CA,94566,37.629852,-121.90071,5500000,2011,871200,SINGLE_FAMILY,,6,7,7199,,Open Access,1310000,FOR_SALE,4
576,7421 Stonedale Dr,Pleasanton,CA,94588,37.68958,-121.92043,899999,1988,1459,TOWNHOUSE,982498,2,3,1502,350,KW Santa Clara Valley Inc,800000,FOR_SALE,0
577,3231 Vineyard Ave SPACE 20,Pleasanton,CA,94566,37.665703,-121.85024,225000,,,MANUFACTURED,302400,2,2,1040,,Bhhs Drysdale Properties,150000,FOR_SALE,0
578,3618 Woodbine Way,Pleasanton,CA,94588,37.699783,-121.86605,739900,1979,1306,TOWNHOUSE,751600,3,2,1291,225,"Realty Source, Incorporated",146000,FOR_SALE,1
579,1568 Oxsen St,Pleasanton,CA,94566,37.677425,-121.87024,1150000,1986,3920,SINGLE_FAMILY,1421300,2,2,1345,92,Catrina R.e. & Investments,494000,FOR_SALE,2
580,560 E Angela St,Pleasanton,CA,94566,37.65616,-121.870476,1399000,1956,6969,SINGLE_FAMILY,1190800,3,2,1265,,Keller Williams Tri-valley,,FOR_SALE,2
581,3411 Isle Royal Ct,Pleasanton,CA,94588,37.675575,-121.903465,1499000,1971,6534,SINGLE_FAMILY,1714800,4,2,1549,,Legacy Real Estate & Assoc.,415000,FOR_SALE,2
582,4368 Railroad Ave,Pleasanton,CA,94566,37.661324,-121.87336,2799000,1952,17424,MULTI_FAMILY,,,,4544,,Keller Williams Tri-valley,,FOR_SALE,0
583,4137 Cristobal Way,Pleasanton,CA,94566,37.674706,-121.871605,1169000,1965,6534,SINGLE_FAMILY,1139500,4,2,1368,,Compass,,FOR_SALE,2
584,105 Castlewood Dr,Pleasanton,CA,94566,37.629852,-121.90071,5500000,2011,871200,SINGLE_FAMILY,,6,7,7199,,Open Access,1310000,FOR_SALE,4
585,7421 Stonedale Dr,Pleasanton,CA,94588,37.68958,-121.92043,899999,1988,1459,TOWNHOUSE,982498,2,3,1502,350,KW Santa Clara Valley Inc,800000,FOR_SALE,0
586,3231 Vineyard Ave SPACE 20,Pleasanton,CA,94566,37.665703,-121.85024,225000,,,MANUFACTURED,302400,2,2,1040,,Bhhs Drysdale Properties,150000,FOR_SALE,0
587,3618 Woodbine Way,Pleasanton,CA,94588,37.699783,-121.86605,739900,1979,1306,TOWNHOUSE,751600,3,2,1291,225,"Realty Source, Incorporated",146000,FOR_SALE,1
588,1568 Oxsen St,Pleasanton,CA,94566,37.677425,-121.87024,1150000,1986,3920,SINGLE_FAMILY,1421300,2,2,1345,92,Catrina R.e. & Investments,494000,FOR_SALE,2
589,560 E Angela St,Pleasanton,CA,94566,37.65616,-121.870476,1399000,1956,6969,SINGLE_FAMILY,1190800,3,2,1265,,Keller Williams Tri-valley,,FOR_SALE,2
590,3411 Isle Royal Ct,Pleasanton,CA,94588,37.675575,-121.903465,1499000,1971,6534,SINGLE_FAMILY,1714800,4,2,1549,,Legacy Real Estate & Assoc.,415000,FOR_SALE,2
591,4368 Railroad Ave,Pleasanton,CA,94566,37.661324,-121.87336,2799000,1952,17424,MULTI_FAMILY,,,,4544,,Keller Williams Tri-valley,,FOR_SALE,0
592,4137 Cristobal Way,Pleasanton,CA,94566,37.674706,-121.871605,1169000,1965,6534,SINGLE_FAMILY,1139500,4,2,1368,,Compass,,FOR_SALE,2
593,105 Castlewood Dr,Pleasanton,CA,94566,37.629852,-121.90071,5500000,2011,871200,SINGLE_FAMILY,,6,7,7199,,Open Access,1310000,FOR_SALE,4
594,7421 Stonedale Dr,Pleasanton,CA,94588,37.68958,-121.92043,899999,1988,1459,TOWNHOUSE,982498,2,3,1502,350,KW Santa Clara Valley Inc,800000,FOR_SALE,0
595,3231 Vineyard Ave SPACE 20,Pleasanton,CA,94566,37.665703,-121.85024,225000,,,MANUFACTURED,302400,2,2,1040,,Bhhs Drysdale Properties,150000,FOR_SALE,0
596,3618 Woodbine Way,Pleasanton,CA,94588,37.699783,-121.86605,739900,1979,1306,TOWNHOUSE,751600,3,2,1291,225,"Realty Source, Incorporated",146000,FOR_SALE,1
597,1568 Oxsen St,Pleasanton,CA,94566,37.677425,-121.87024,1150000,1986,3920,SINGLE_FAMILY,1421300,2,2,1345,92,Catrina R.e. & Investments,494000,FOR_SALE,2
598,560 E Angela St,Pleasanton,CA,94566,37.65616,-121.870476,1399000,1956,6969,SINGLE_FAMILY,1190800,3,2,1265,,Keller Williams Tri-valley,,FOR_SALE,2
599,3411 Isle Royal Ct,Pleasanton,CA,94588,37.675575,-121.903465,1499000,1971,6534,SINGLE_FAMILY,1714800,4,2,1549,,Legacy Real Estate & Assoc.,415000,FOR_SALE,2
600,4368 Railroad Ave,Pleasanton,CA,94566,37.661324,-121.87336,2799000,1952,17424,MULTI_FAMILY,,,,4544,,Keller Williams Tri-valley,,FOR_SALE,0
601,4137 Cristobal Way,Pleasanton,CA,94566,37.674706,-121.871605,1169000,1965,6534,SINGLE_FAMILY,1139500,4,2,1368,,Compass,,FOR_SALE,2
602,105 Castlewood Dr,Pleasanton,CA,94566,37.629852,-121.90071,5500000,2011,871200,SINGLE_FAMILY,,6,7,7199,,Open Access,1310000,FOR_SALE,4
603,7421 Stonedale Dr,Pleasanton,CA,94588,37.68958,-121.92043,899999,1988,1459,TOWNHOUSE,982498,2,3,1502,350,KW Santa Clara Valley Inc,800000,FOR_SALE,0
604,3231 Vineyard Ave SPACE 20,Pleasanton,CA,94566,37.665703,-121.85024,225000,,,MANUFACTURED,302400,2,2,1040,,Bhhs Drysdale Properties,150000,FOR_SALE,0
605,3618 Woodbine Way,Pleasanton,CA,94588,37.699783,-121.86605,739900,1979,1306,TOWNHOUSE,751600,3,2,1291,225,"Realty Source, Incorporated",146000,FOR_SALE,1
606,1568 Oxsen St,Pleasanton,CA,94566,37.677425,-121.87024,1150000,1986,3920,SINGLE_FAMILY,1421300,2,2,1345,92,Catrina R.e. & Investments,494000,FOR_SALE,2
607,560 E Angela St,Pleasanton,CA,94566,37.65616,-121.870476,1399000,1956,6969,SINGLE_FAMILY,1190800,3,2,1265,,Keller Williams Tri-valley,,FOR_SALE,2
608,3411 Isle Royal Ct,Pleasanton,CA,94588,37.675575,-121.903465,1499000,1971,6534,SINGLE_FAMILY,1714800,4,2,1549,,Legacy Real Estate & Assoc.,415000,FOR_SALE,2
609,4368 Railroad Ave,Pleasanton,CA,94566,37.661324,-121.87336,2799000,1952,17424,MULTI_FAMILY,,,,4544,,Keller Williams Tri-valley,,FOR_SALE,0
610,4137 Cristobal Way,Pleasanton,CA,94566,37.674706,-121.871605,1169000,1965,6534,SINGLE_FAMILY,1139500,4,2,1368,,Compass,,FOR_SALE,2
611,3240 Maguire Way APT 106,Dublin,CA,94568,37.705746,-121.86103,299563,2004,217800000,CONDO,367500,1,1,840,361,"Gordon Hung, Broker",249000,FOR_SALE,1
612,7010 N Mariposa Ln,Dublin,CA,94568,37.716614,-121.91138,1098000,0,1489,SINGLE_FAMILY,1301900,3,3,2024,153,"eXp Realty of California, Inc",565000,FOR_SALE,2
613,5562 Metropolitan Way,Dublin,CA,94568,37.711742,-121.895836,1589000,2018,2221,SINGLE_FAMILY,1769487,4,4,2584,160,RE/MAX Gold,,FOR_SALE,0
614,4351 Cherico Ln,Dublin,CA,94568,37.70931,-121.857864,1700000,2013,3484,SINGLE_FAMILY,1912600,4,4,2407,247,Town Real Estate,678000,FOR_SALE,2
615,3727 Branding Iron Pl,Dublin,CA,94568,37.732906,-121.86776,799000,2007,0,TOWNHOUSE,904600,2,3,1277,279,Elation Real Estate,543000,FOR_SALE,2
616,5768 Huntley Ave,Dublin,CA,94568,37.707275,-121.90056,1499000,2020,2178,SINGLE_FAMILY,1810300,4,4,2424,160,Lemara Commercial,1068000,FOR_SALE,2
617,3894 Highpointe Ct,Dublin,CA,94568,37.72943,-121.87006,2299888,2015,6534,SINGLE_FAMILY,2151700,4,5,3135,160,Realty One Group Future,1221000,FOR_SALE,2
618,4297 Kelton St,Dublin,CA,94568,37.709534,-121.85391,1575000,2016,3049,SINGLE_FAMILY,1716500,4,4,2327,118,Vxl Real Estate & Mortgage,956000,FOR_SALE,2
619,6983 Calistoga Ln,Dublin,CA,94568,37.733974,-121.87273,968000,2018,4765,TOWNHOUSE,1013500,2,3,1514,232,HANDFORE REALTY CORP.,,FOR_SALE,2
620,3240 Maguire Way APT 106,Dublin,CA,94568,37.705746,-121.86103,299563,2004,217800000,CONDO,367500,1,1,840,361,"Gordon Hung, Broker",249000,FOR_SALE,1
621,7010 N Mariposa Ln,Dublin,CA,94568,37.716614,-121.91138,1098000,0,1489,SINGLE_FAMILY,1301900,3,3,2024,153,"eXp Realty of California, Inc",565000,FOR_SALE,2
622,5562 Metropolitan Way,Dublin,CA,94568,37.711742,-121.895836,1589000,2018,2221,SINGLE_FAMILY,1769487,4,4,2584,160,RE/MAX Gold,,FOR_SALE,0
623,4351 Cherico Ln,Dublin,CA,94568,37.70931,-121.857864,1700000,2013,3484,SINGLE_FAMILY,1912600,4,4,2407,247,Town Real Estate,678000,FOR_SALE,2
624,3727 Branding Iron Pl,Dublin,CA,94568,37.732906,-121.86776,799000,2007,0,TOWNHOUSE,904600,2,3,1277,279,Elation Real Estate,543000,FOR_SALE,2
625,5768 Huntley Ave,Dublin,CA,94568,37.707275,-121.90056,1499000,2020,2178,SINGLE_FAMILY,1810300,4,4,2424,160,Lemara Commercial,1068000,FOR_SALE,2
626,3894 Highpointe Ct,Dublin,CA,94568,37.72943,-121.87006,2299888,2015,6534,SINGLE_FAMILY,2151700,4,5,3135,160,Realty One Group Future,1221000,FOR_SALE,2
627,4297 Kelton St,Dublin,CA,94568,37.709534,-121.85391,1575000,2016,3049,SINGLE_FAMILY,1716500,4,4,2327,118,Vxl Real Estate & Mortgage,956000,FOR_SALE,2
628,6983 Calistoga Ln,Dublin,CA,94568,37.733974,-121.87273,968000,2018,4765,TOWNHOUSE,1013500,2,3,1514,232,HANDFORE REALTY CORP.,,FOR_SALE,2
629,3240 Maguire Way APT 106,Dublin,CA,94568,37.705746,-121.86103,299563,2004,217800000,CONDO,367500,1,1,840,361,"Gordon Hung, Broker",249000,FOR_SALE,1
630,7010 N Mariposa Ln,Dublin,CA,94568,37.716614,-121.91138,1098000,0,1489,SINGLE_FAMILY,1301900,3,3,2024,153,"eXp Realty of California, Inc",565000,FOR_SALE,2
631,5562 Metropolitan Way,Dublin,CA,94568,37.711742,-121.895836,1589000,2018,2221,SINGLE_FAMILY,1769487,4,4,2584,160,RE/MAX Gold,,FOR_SALE,0
632,4351 Cherico Ln,Dublin,CA,94568,37.70931,-121.857864,1700000,2013,3484,SINGLE_FAMILY,1912600,4,4,2407,247,Town Real Estate,678000,FOR_SALE,2
633,3727 Branding Iron Pl,Dublin,CA,94568,37.732906,-121.86776,799000,2007,0,TOWNHOUSE,904600,2,3,1277,279,Elation Real Estate,543000,FOR_SALE,2
634,5768 Huntley Ave,Dublin,CA,94568,37.707275,-121.90056,1499000,2020,2178,SINGLE_FAMILY,1810300,4,4,2424,160,Lemara Commercial,1068000,FOR_SALE,2
635,3894 Highpointe Ct,Dublin,CA,94568,37.72943,-121.87006,2299888,2015,6534,SINGLE_FAMILY,2151700,4,5,3135,160,Realty One Group Future,1221000,FOR_SALE,2
636,4297 Kelton St,Dublin,CA,94568,37.709534,-121.85391,1575000,2016,3049,SINGLE_FAMILY,1716500,4,4,2327,118,Vxl Real Estate & Mortgage,956000,FOR_SALE,2
637,6983 Calistoga Ln,Dublin,CA,94568,37.733974,-121.87273,968000,2018,4765,TOWNHOUSE,1013500,2,3,1514,232,HANDFORE REALTY CORP.,,FOR_SALE,2
638,3240 Maguire Way APT 106,Dublin,CA,94568,37.705746,-121.86103,299563,2004,217800000,CONDO,367500,1,1,840,361,"Gordon Hung, Broker",249000,FOR_SALE,1
639,7010 N Mariposa Ln,Dublin,CA,94568,37.716614,-121.91138,1098000,0,1489,SINGLE_FAMILY,1301900,3,3,2024,153,"eXp Realty of California, Inc",565000,FOR_SALE,2
640,5562 Metropolitan Way,Dublin,CA,94568,37.711742,-121.895836,1589000,2018,2221,SINGLE_FAMILY,1769487,4,4,2584,160,RE/MAX Gold,,FOR_SALE,0
641,4351 Cherico Ln,Dublin,CA,94568,37.70931,-121.857864,1700000,2013,3484,SINGLE_FAMILY,1912600,4,4,2407,247,Town Real Estate,678000,FOR_SALE,2
642,3727 Branding Iron Pl,Dublin,CA,94568,37.732906,-121.86776,799000,2007,0,TOWNHOUSE,904600,2,3,1277,279,Elation Real Estate,543000,FOR_SALE,2
643,5768 Huntley Ave,Dublin,CA,94568,37.707275,-121.90056,1499000,2020,2178,SINGLE_FAMILY,1810300,4,4,2424,160,Lemara Commercial,1068000,FOR_SALE,2
644,3894 Highpointe Ct,Dublin,CA,94568,37.72943,-121.87006,2299888,2015,6534,SINGLE_FAMILY,2151700,4,5,3135,160,Realty One Group Future,1221000,FOR_SALE,2
645,4297 Kelton St,Dublin,CA,94568,37.709534,-121.85391,1575000,2016,3049,SINGLE_FAMILY,1716500,4,4,2327,118,Vxl Real Estate & Mortgage,956000,FOR_SALE,2
646,6983 Calistoga Ln,Dublin,CA,94568,37.733974,-121.87273,968000,2018,4765,TOWNHOUSE,1013500,2,3,1514,232,HANDFORE REALTY CORP.,,FOR_SALE,2
647,540 La Copita Ct,San Ramon,CA,94583,37.772133,-121.97983,680000,1971,871,TOWNHOUSE,694400,2,2,1064,355,Keller Williams Realty,520000,FOR_SALE,1
648,511 Marlboro Ct,San Ramon,CA,94583,37.749416,-121.95291,1499000,1978,7405,SINGLE_FAMILY,1234600,4,2,1520,,Compass,,FOR_SALE,2
